tab_log_data;tab_log_log
"2025-01-13 20:03:50";"{""log"": ""produto_estoque_del"", ""obs"": ""Transferência para o estoque secundário."", ""qtd"": 26, ""custoun"": 79.32, ""id_produto"": 1, ""id_entidade"": 2}"
"2025-01-13 20:03:50";"{""log"": ""produto_estoque_secundario_add"", ""obs"": ""Transferência do estoque primário."", ""qtd"": 26, ""id_produto"": 1, ""id_entidade"": 2}"
"2025-01-13 20:19:14";"{""log"": ""venda_prazo"", ""id_venda"": 377, ""id_entidade"": 2}"
"2025-01-14 12:26:58";"{""log"": ""venda_prazo"", ""id_venda"": 383, ""id_entidade"": 2}"
"2025-01-14 12:36:10";"{""log"": ""venda_prazo"", ""id_venda"": 388, ""id_entidade"": 2}"
"2025-01-14 15:24:00";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 393, ""id_entidade"": 2}"
"2025-01-14 17:01:37";"{""log"": ""venda_prazo"", ""id_venda"": 397, ""id_entidade"": 2}"
"2025-01-14 19:29:40";"{""log"": ""produto_estoque_del"", ""obs"": ""vendas"", ""qtd"": 5, ""custoun"": 1.43, ""id_produto"": 5, ""id_entidade"": 2}"
"2025-01-14 20:06:00";"{""log"": ""produto_estoque_del"", ""obs"": ""Transferência para o estoque secundário."", ""qtd"": 1, ""custoun"": 79.32, ""id_produto"": 1, ""id_entidade"": 2}"
"2025-01-14 20:06:00";"{""log"": ""produto_estoque_secundario_add"", ""obs"": ""Transferência do estoque primário."", ""qtd"": 1, ""id_produto"": 1, ""id_entidade"": 2}"
"2025-01-15 08:44:07";"{""log"": ""venda_prazo"", ""id_venda"": 408, ""id_entidade"": 2}"
"2025-01-15 11:25:25";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 410, ""id_entidade"": 2}"
"2025-01-15 11:25:34";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 412, ""id_entidade"": 2}"
"2025-01-15 11:27:37";"{""log"": ""venda_prazo"", ""id_venda"": 414, ""id_entidade"": 2}"
"2025-01-15 11:29:50";"{""log"": ""venda_prazo"", ""id_venda"": 417, ""id_entidade"": 2}"
"2025-01-15 11:32:10";"{""log"": ""venda_prazo"", ""id_venda"": 419, ""id_entidade"": 2}"
"2025-01-15 12:57:51";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 420, ""id_entidade"": 2}"
"2025-01-15 19:57:22";"{""log"": ""estorno_item"", ""id_venda"": 434, ""id_entidade"": 2, ""id_vendaitem"": 1}"
"2025-01-16 09:31:05";"{""log"": ""estorno_venda"", ""obs"": ""pagamento em formato errado"", ""id_venda"": 437, ""id_entidade"": 2}"
"2025-01-16 10:43:48";"{""log"": ""estorno_item"", ""id_venda"": 440, ""id_entidade"": 2, ""id_vendaitem"": 1}"
"2025-01-16 11:52:36";"{""log"": ""venda_prazo"", ""id_venda"": 445, ""id_entidade"": 2}"
"2025-01-16 12:13:39";"{""log"": ""venda_prazo"", ""id_venda"": 447, ""id_entidade"": 2}"
"2025-01-16 12:14:12";"{""log"": ""venda_prazo"", ""id_venda"": 448, ""id_entidade"": 2}"
"2025-01-16 12:20:55";"{""log"": ""venda_prazo"", ""id_venda"": 452, ""id_entidade"": 2}"
"2025-01-16 12:24:04";"{""log"": ""venda_prazo"", ""id_venda"": 454, ""id_entidade"": 2}"
"2025-01-16 15:07:06";"{""log"": ""venda_prazo"", ""id_venda"": 460, ""id_entidade"": 2}"
"2025-01-16 15:36:31";"{""log"": ""venda_prazo"", ""id_venda"": 461, ""id_entidade"": 2}"
"2025-01-16 18:55:07";"{""log"": ""estorno_venda"", ""obs"": ""cobrei errado pagamento"", ""id_venda"": 465, ""id_entidade"": 2}"
"2025-01-16 20:07:16";"{""log"": ""produto_estoque_secundario_add"", ""obs"": ""Compra na porta"", ""qtd"": 1, ""id_produto"": 4, ""id_entidade"": 1}"
"2025-01-16 20:10:32";"{""log"": ""venda_prazo"", ""id_venda"": 448, ""id_entidade"": 2}"
"2025-01-17 09:12:36";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 470, ""id_entidade"": 2}"
"2025-01-17 09:13:12";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 473, ""id_entidade"": 2}"
"2025-01-17 09:15:57";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 474, ""id_entidade"": 2}"
"2025-01-17 11:04:53";"{""log"": ""produto_estoque_del"", ""obs"": ""Transferência para o estoque secundário."", ""qtd"": 1, ""custoun"": 79.32, ""id_produto"": 1, ""id_entidade"": 2}"
"2025-01-17 11:04:53";"{""log"": ""produto_estoque_secundario_add"", ""obs"": ""Transferência do estoque primário."", ""qtd"": 1, ""id_produto"": 1, ""id_entidade"": 2}"
"2025-01-17 12:13:44";"{""log"": ""estorno_item"", ""id_venda"": 480, ""id_entidade"": 2, ""id_vendaitem"": 2}"
"2025-01-17 12:37:46";"{""log"": ""estorno_item"", ""id_venda"": 481, ""id_entidade"": 2, ""id_vendaitem"": 1}"
"2025-01-17 12:43:25";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 479, ""id_entidade"": 2}"
"2025-01-17 12:44:23";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 478, ""id_entidade"": 2}"
"2025-01-17 14:29:01";"{""log"": ""estorno_item"", ""id_venda"": 481, ""id_entidade"": 2, ""id_vendaitem"": 2}"
"2025-01-17 14:29:19";"{""log"": ""estorno_venda"", ""obs"": ""erros"", ""id_venda"": 481, ""id_entidade"": 2}"
"2025-01-17 14:41:53";"{""log"": ""venda_prazo"", ""id_venda"": 484, ""id_entidade"": 2}"
"2025-01-17 17:49:01";"{""log"": ""venda_prazo"", ""id_venda"": 497, ""id_entidade"": 2}"
"2025-01-17 18:49:19";"{""log"": ""preco"", ""promocao"": false, ""id_produto"": 9, ""preco_novo"": 85, ""id_entidade"": 1, ""preco_anterior"": 0}"
"2025-01-17 20:03:42";"{""log"": ""produto_estoque_del"", ""obs"": ""Transferência para o estoque secundário."", ""qtd"": 1, ""custoun"": 79.32, ""id_produto"": 1, ""id_entidade"": 2}"
"2025-01-17 20:03:42";"{""log"": ""produto_estoque_secundario_add"", ""obs"": ""Transferência do estoque primário."", ""qtd"": 1, ""id_produto"": 1, ""id_entidade"": 2}"
"2025-01-17 20:07:17";"{""log"": ""venda_prazo"", ""id_venda"": 501, ""id_entidade"": 2}"
"2025-01-17 22:58:47";"{""log"": ""preco"", ""promocao"": false, ""id_produto"": 2, ""preco_novo"": 450, ""id_entidade"": 1, ""preco_anterior"": 420}"
"2025-01-18 08:02:49";"{""log"": ""venda_prazo"", ""id_venda"": 502, ""id_entidade"": 2}"
"2025-01-18 10:01:36";"{""log"": ""venda_prazo"", ""id_venda"": 506, ""id_entidade"": 2}"
"2025-01-18 12:31:04";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 513, ""id_entidade"": 2}"
"2025-01-18 12:34:02";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 514, ""id_entidade"": 2}"
"2025-01-18 13:01:42";"{""log"": ""venda_prazo"", ""id_venda"": 517, ""id_entidade"": 2}"
"2025-01-18 13:04:48";"{""log"": ""venda_prazo"", ""id_venda"": 520, ""id_entidade"": 2}"
"2025-01-18 13:05:58";"{""log"": ""estorno_item"", ""id_venda"": 522, ""id_entidade"": 2, ""id_vendaitem"": 1}"
"2025-01-18 13:06:16";"{""log"": ""venda_prazo"", ""id_venda"": 522, ""id_entidade"": 2}"
"2025-01-18 13:07:06";"{""log"": ""venda_prazo"", ""id_venda"": 524, ""id_entidade"": 2}"
"2025-01-18 13:08:09";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 525, ""id_entidade"": 2}"
"2025-01-18 13:08:47";"{""log"": ""venda_prazo"", ""id_venda"": 526, ""id_entidade"": 2}"
"2025-01-18 13:09:12";"{""log"": ""venda_prazo"", ""id_venda"": 527, ""id_entidade"": 2}"
"2025-01-18 14:22:32";"{""log"": ""venda_prazo"", ""id_venda"": 532, ""id_entidade"": 2}"
"2025-01-18 14:22:52";"{""log"": ""estorno_venda"", ""obs"": ""error"", ""id_venda"": 529, ""id_entidade"": 2}"
"2025-01-18 15:01:11";"{""log"": ""venda_prazo"", ""id_venda"": 535, ""id_entidade"": 2}"
"2025-01-18 16:44:42";"{""log"": ""venda_prazo"", ""id_venda"": 538, ""id_entidade"": 2}"
"2025-01-18 17:15:03";"{""log"": ""venda_prazo"", ""id_venda"": 539, ""id_entidade"": 2}"
"2025-01-18 17:35:13";"{""log"": ""venda_prazo"", ""id_venda"": 540, ""id_entidade"": 2}"
"2025-01-18 17:36:44";"{""log"": ""estorno_venda"", ""obs"": ""nao comprou . quem comrpou foi o eusebio"", ""id_venda"": 497, ""id_entidade"": 2}"
"2025-01-18 17:37:10";"{""log"": ""venda_prazo"", ""id_venda"": 539, ""id_entidade"": 2}"
"2025-01-18 17:52:18";"{""log"": ""venda_prazo"", ""id_venda"": 543, ""id_entidade"": 2}"
"2025-01-18 18:48:28";"{""log"": ""preco"", ""promocao"": false, ""id_produto"": 8, ""preco_novo"": 100, ""id_entidade"": 1, ""preco_anterior"": 0}"
"2025-01-18 18:48:52";"{""log"": ""preco"", ""promocao"": false, ""id_produto"": 2, ""preco_novo"": 420, ""id_entidade"": 1, ""preco_anterior"": 450}"
"2025-01-18 19:00:32";"{""log"": ""produto_estoque_del"", ""obs"": ""Transferência para o estoque secundário."", ""qtd"": 1, ""custoun"": 79.32, ""id_produto"": 1, ""id_entidade"": 2}"
"2025-01-18 19:00:32";"{""log"": ""produto_estoque_secundario_add"", ""obs"": ""Transferência do estoque primário."", ""qtd"": 1, ""id_produto"": 1, ""id_entidade"": 2}"
"2025-01-19 12:08:42";"{""log"": ""estorno_item"", ""id_venda"": 555, ""id_entidade"": 2, ""id_vendaitem"": 1}"
"2025-01-19 13:47:34";"{""log"": ""estorno_venda"", ""obs"": ""ERRO"", ""id_venda"": 560, ""id_entidade"": 2}"
"2025-01-19 13:56:19";"{""log"": ""venda_prazo"", ""id_venda"": 561, ""id_entidade"": 2}"
"2025-01-19 14:19:44";"{""log"": ""venda_prazo"", ""id_venda"": 561, ""id_entidade"": 2}"
"2025-01-20 10:02:53";"{""log"": ""estorno_item"", ""id_venda"": 564, ""id_entidade"": 2, ""id_vendaitem"": 1}"
"2025-01-20 10:07:29";"{""log"": ""estorno_item"", ""id_venda"": 565, ""id_entidade"": 2, ""id_vendaitem"": 2}"
"2025-01-20 10:07:29";"{""log"": ""estorno_item"", ""id_venda"": 565, ""id_entidade"": 2, ""id_vendaitem"": 1}"
"2025-01-20 10:07:46";"{""log"": ""estorno_venda"", ""obs"": ""credito cliente"", ""id_venda"": 565, ""id_entidade"": 2}"
"2025-01-20 12:11:50";"{""log"": ""venda_prazo"", ""id_venda"": 569, ""id_entidade"": 2}"
"2025-01-20 12:12:47";"{""log"": ""estorno_venda"", ""obs"": ""errado cliente"", ""id_venda"": 570, ""id_entidade"": 2}"
"2025-01-20 12:23:32";"{""log"": ""venda_prazo"", ""id_venda"": 576, ""id_entidade"": 2}"
"2025-01-20 12:25:17";"{""log"": ""venda_prazo"", ""id_venda"": 524, ""id_entidade"": 2}"
"2025-01-20 13:45:41";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 579, ""id_entidade"": 2}"
"2025-01-20 14:25:12";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 580, ""id_entidade"": 2}"
"2025-01-20 14:40:52";"{""log"": ""venda_prazo"", ""id_venda"": 460, ""id_entidade"": 2}"
"2025-01-20 14:41:43";"{""log"": ""venda_prazo"", ""id_venda"": 328, ""id_entidade"": 2}"
"2025-01-20 16:14:38";"{""log"": ""venda_prazo"", ""id_venda"": 524, ""id_entidade"": 2}"
"2025-01-20 16:22:21";"{""log"": ""estorno_item"", ""id_venda"": 584, ""id_entidade"": 2, ""id_vendaitem"": 1}"
"2025-01-20 16:22:35";"{""log"": ""estorno_venda"", ""obs"": ""erros"", ""id_venda"": 584, ""id_entidade"": 2}"
"2025-01-20 19:00:41";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 585, ""id_entidade"": 2}"
"2025-01-20 19:19:24";"{""log"": ""estorno_venda"", ""obs"": ""err"", ""id_venda"": 586, ""id_entidade"": 2}"
"2025-01-20 19:56:58";"{""log"": ""venda_prazo"", ""id_venda"": 589, ""id_entidade"": 2}"
"2025-01-20 20:34:11";"{""log"": ""produto_estoque_del"", ""obs"": ""Esqueceu de registrar"", ""qtd"": 1, ""custoun"": 1.43, ""id_produto"": 5, ""id_entidade"": 1}"
"2025-01-21 08:38:34";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 593, ""id_entidade"": 2}"
"2025-01-21 09:15:28";"{""log"": ""estorno_item"", ""id_venda"": 597, ""id_entidade"": 2, ""id_vendaitem"": 1}"
"2025-01-21 09:34:54";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 595, ""id_entidade"": 2}"
"2025-01-21 11:11:00";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 601, ""id_entidade"": 2}"
"2025-01-21 11:11:51";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 602, ""id_entidade"": 2}"
"2025-01-21 12:02:45";"{""log"": ""estorno_item"", ""id_venda"": 604, ""id_entidade"": 2, ""id_vendaitem"": 1}"
"2025-01-21 12:05:17";"{""log"": ""estorno_venda"", ""obs"": ""erros"", ""id_venda"": 604, ""id_entidade"": 2}"
"2025-01-21 12:06:45";"{""log"": ""estorno_item"", ""id_venda"": 606, ""id_entidade"": 2, ""id_vendaitem"": 1}"
"2025-01-21 12:06:58";"{""log"": ""venda_prazo"", ""id_venda"": 606, ""id_entidade"": 2}"
"2025-01-21 12:24:17";"{""log"": ""venda_prazo"", ""id_venda"": 607, ""id_entidade"": 2}"
"2025-01-21 12:26:22";"{""log"": ""venda_prazo"", ""id_venda"": 610, ""id_entidade"": 2}"
"2025-01-21 12:26:58";"{""log"": ""venda_prazo"", ""id_venda"": 611, ""id_entidade"": 2}"
"2025-01-21 12:52:41";"{""log"": ""estorno_venda"", ""obs"": ""errada"", ""id_venda"": 614, ""id_entidade"": 2}"
"2025-01-21 18:54:20";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 620, ""id_entidade"": 2}"
"2025-01-21 19:24:40";"{""log"": ""estorno_venda"", ""obs"": ""errado forma de pagamento"", ""id_venda"": 627, ""id_entidade"": 2}"
"2025-01-21 20:02:17";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 630, ""id_entidade"": 2}"
"2025-01-21 20:02:40";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 632, ""id_entidade"": 2}"
"2025-01-21 20:20:53";"{""log"": ""produto_estoque_del"", ""obs"": ""Transferência para o estoque secundário."", ""qtd"": 2, ""custoun"": 79.32, ""id_produto"": 1, ""id_entidade"": 2}"
"2025-01-21 20:20:53";"{""log"": ""produto_estoque_secundario_add"", ""obs"": ""Transferência do estoque primário."", ""qtd"": 2, ""id_produto"": 1, ""id_entidade"": 2}"
"2025-01-21 20:34:07";"{""log"": ""produto_estoque_secundario_del"", ""obs"": ""devolvido"", ""qtd"": 26, ""id_produto"": 1, ""id_entidade"": 2}"
"2025-01-21 20:39:17";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 287, ""id_entidade"": 2}"
"2025-01-22 09:18:08";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 637, ""id_entidade"": 2}"
"2025-01-22 12:55:27";"{""log"": ""estorno_item"", ""id_venda"": 639, ""id_entidade"": 2, ""id_vendaitem"": 1}"
"2025-01-22 12:56:02";"{""log"": ""venda_prazo"", ""id_venda"": 639, ""id_entidade"": 2}"
"2025-01-22 13:04:34";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 640, ""id_entidade"": 2}"
"2025-01-22 13:19:28";"{""log"": ""venda_prazo"", ""id_venda"": 644, ""id_entidade"": 2}"
"2025-01-22 13:21:22";"{""log"": ""venda_prazo"", ""id_venda"": 647, ""id_entidade"": 2}"
"2025-01-22 13:21:50";"{""log"": ""venda_prazo"", ""id_venda"": 648, ""id_entidade"": 2}"
"2025-01-22 14:49:08";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 652, ""id_entidade"": 2}"
"2025-01-22 16:47:30";"{""log"": ""venda_prazo"", ""id_venda"": 655, ""id_entidade"": 2}"
"2025-01-22 17:37:26";"{""log"": ""venda_prazo"", ""id_venda"": 656, ""id_entidade"": 2}"
"2025-01-22 18:28:18";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 657, ""id_entidade"": 2}"
"2025-01-22 19:01:27";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 659, ""id_entidade"": 2}"
"2025-01-23 10:34:22";"{""log"": ""venda_prazo"", ""id_venda"": 671, ""id_entidade"": 2}"
"2025-01-23 10:37:52";"{""log"": ""venda_prazo"", ""id_venda"": 670, ""id_entidade"": 2}"
"2025-01-23 12:40:54";"{""log"": ""venda_prazo"", ""id_venda"": 674, ""id_entidade"": 2}"
"2025-01-23 12:43:39";"{""log"": ""venda_prazo"", ""id_venda"": 676, ""id_entidade"": 2}"
"2025-01-23 12:47:12";"{""log"": ""venda_prazo"", ""id_venda"": 678, ""id_entidade"": 2}"
"2025-01-24 11:13:49";"{""log"": ""venda_prazo"", ""id_venda"": 691, ""id_entidade"": 2}"
"2025-01-24 11:46:39";"{""log"": ""venda_prazo"", ""id_venda"": 693, ""id_entidade"": 2}"
"2025-01-24 11:48:37";"{""log"": ""venda_prazo"", ""id_venda"": 695, ""id_entidade"": 2}"
"2025-01-24 11:49:14";"{""log"": ""venda_prazo"", ""id_venda"": 696, ""id_entidade"": 2}"
"2025-01-24 13:36:57";"{""log"": ""estorno_venda"", ""obs"": ""nao achou o cartão"", ""id_venda"": 698, ""id_entidade"": 2}"
"2025-01-24 13:38:12";"{""log"": ""produto_estoque_del"", ""obs"": ""Transferência para o estoque secundário."", ""qtd"": 1, ""custoun"": 79.32, ""id_produto"": 1, ""id_entidade"": 2}"
"2025-01-24 13:38:12";"{""log"": ""produto_estoque_secundario_add"", ""obs"": ""Transferência do estoque primário."", ""qtd"": 1, ""id_produto"": 1, ""id_entidade"": 2}"
"2025-01-24 14:21:15";"{""log"": ""venda_prazo"", ""id_venda"": 674, ""id_entidade"": 2}"
"2025-01-24 17:11:11";"{""log"": ""estorno_venda"", ""obs"": ""devolveu"", ""id_venda"": 526, ""id_entidade"": 2}"
"2025-01-24 17:12:53";"{""log"": ""produto_estoque_secundario_del"", ""obs"": ""vendeu"", ""qtd"": 1, ""id_produto"": 4, ""id_entidade"": 2}"
"2025-01-24 17:13:48";"{""log"": ""estorno_venda"", ""obs"": ""devolveu"", ""id_venda"": 527, ""id_entidade"": 2}"
"2025-01-24 19:30:38";"{""log"": ""venda_prazo"", ""id_venda"": 705, ""id_entidade"": 2}"
"2025-01-24 20:11:44";"{""log"": ""venda_prazo"", ""id_venda"": 707, ""id_entidade"": 2}"
"2025-01-24 20:12:56";"{""log"": ""venda_prazo"", ""id_venda"": 708, ""id_entidade"": 2}"
"2025-01-25 08:53:45";"{""log"": ""estorno_item"", ""id_venda"": 710, ""id_entidade"": 2, ""id_vendaitem"": 3}"
"2025-01-25 09:34:45";"{""log"": ""estorno_item"", ""id_venda"": 712, ""id_entidade"": 2, ""id_vendaitem"": 1}"
"2025-01-25 09:38:15";"{""log"": ""venda_prazo"", ""id_venda"": 712, ""id_entidade"": 2}"
"2025-01-25 12:26:54";"{""log"": ""venda_prazo"", ""id_venda"": 724, ""id_entidade"": 2}"
"2025-01-25 12:27:40";"{""log"": ""estorno_item"", ""id_venda"": 725, ""id_entidade"": 2, ""id_vendaitem"": 2}"
"2025-01-25 12:28:18";"{""log"": ""venda_prazo"", ""id_venda"": 726, ""id_entidade"": 2}"
"2025-01-25 12:29:15";"{""log"": ""estorno_item"", ""id_venda"": 724, ""id_entidade"": 2, ""id_vendaitem"": 2}"
"2025-01-25 12:29:21";"{""log"": ""venda_prazo"", ""id_venda"": 724, ""id_entidade"": 2}"
"2025-01-25 12:29:39";"{""log"": ""venda_prazo"", ""id_venda"": 727, ""id_entidade"": 2}"
"2025-01-25 12:30:00";"{""log"": ""venda_prazo"", ""id_venda"": 728, ""id_entidade"": 2}"
"2025-01-25 12:30:30";"{""log"": ""venda_prazo"", ""id_venda"": 729, ""id_entidade"": 2}"
"2025-01-25 12:31:53";"{""log"": ""venda_prazo"", ""id_venda"": 730, ""id_entidade"": 2}"
"2025-01-25 12:32:54";"{""log"": ""venda_prazo"", ""id_venda"": 732, ""id_entidade"": 2}"
"2025-01-25 14:54:26";"{""log"": ""venda_prazo"", ""id_venda"": 736, ""id_entidade"": 2}"
"2025-01-25 14:55:04";"{""log"": ""venda_prazo"", ""id_venda"": 736, ""id_entidade"": 2}"
"2025-01-25 15:03:16";"{""log"": ""venda_prazo"", ""id_venda"": 739, ""id_entidade"": 2}"
"2025-01-25 15:04:39";"{""log"": ""venda_prazo"", ""id_venda"": 739, ""id_entidade"": 2}"
"2025-01-25 15:15:35";"{""log"": ""produto_estoque_del"", ""obs"": ""Transferência para o estoque secundário."", ""qtd"": 1, ""custoun"": 79.32, ""id_produto"": 1, ""id_entidade"": 2}"
"2025-01-25 15:15:35";"{""log"": ""produto_estoque_secundario_add"", ""obs"": ""Transferência do estoque primário."", ""qtd"": 1, ""id_produto"": 1, ""id_entidade"": 2}"
"2025-01-25 15:29:20";"{""log"": ""venda_prazo"", ""id_venda"": 674, ""id_entidade"": 2}"
"2025-01-25 16:05:03";"{""log"": ""venda_prazo"", ""id_venda"": 741, ""id_entidade"": 2}"
"2025-01-26 12:26:11";"{""log"": ""preco"", ""promocao"": false, ""id_produto"": 10, ""preco_novo"": 115, ""id_entidade"": 1, ""preco_anterior"": 0}"
"2025-01-26 12:27:00";"{""log"": ""preco"", ""promocao"": false, ""id_produto"": 12, ""preco_novo"": 20, ""id_entidade"": 1, ""preco_anterior"": 0}"
"2025-01-26 12:27:02";"{""log"": ""preco"", ""promocao"": false, ""id_produto"": 12, ""preco_novo"": 120, ""id_entidade"": 1, ""preco_anterior"": 20}"
"2025-01-26 13:01:49";"{""log"": ""venda_prazo"", ""id_venda"": 762, ""id_entidade"": 2}"
"2025-01-26 13:04:01";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 763, ""id_entidade"": 2}"
"2025-01-26 13:14:32";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 765, ""id_entidade"": 2}"
"2025-01-26 13:15:01";"{""log"": ""venda_prazo"", ""id_venda"": 766, ""id_entidade"": 2}"
"2025-01-26 13:22:48";"{""log"": ""venda_prazo"", ""id_venda"": 767, ""id_entidade"": 2}"
"2025-01-27 09:01:38";"{""log"": ""estorno_item"", ""id_venda"": 769, ""id_entidade"": 2, ""id_vendaitem"": 1}"
"2025-01-27 10:57:38";"{""log"": ""estorno_item"", ""id_venda"": 772, ""id_entidade"": 2, ""id_vendaitem"": 2}"
"2025-01-27 10:58:49";"{""log"": ""venda_prazo"", ""id_venda"": 772, ""id_entidade"": 2}"
"2025-01-27 10:59:06";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 771, ""id_entidade"": 2}"
"2025-01-27 11:16:17";"{""log"": ""venda_prazo"", ""id_venda"": 774, ""id_entidade"": 2}"
"2025-01-27 11:17:08";"{""log"": ""venda_prazo"", ""id_venda"": 776, ""id_entidade"": 2}"
"2025-01-27 11:18:02";"{""log"": ""estorno_venda"", ""obs"": ""pagou"", ""id_venda"": 727, ""id_entidade"": 2}"
"2025-01-27 11:19:57";"{""log"": ""estorno_venda"", ""obs"": ""pagou"", ""id_venda"": 726, ""id_entidade"": 2}"
"2025-01-27 11:27:10";"{""log"": ""venda_prazo"", ""id_venda"": 777, ""id_entidade"": 2}"
"2025-01-27 11:27:40";"{""log"": ""venda_prazo"", ""id_venda"": 777, ""id_entidade"": 2}"
"2025-01-27 11:45:11";"{""log"": ""estorno_item"", ""id_venda"": 779, ""id_entidade"": 2, ""id_vendaitem"": 1}"
"2025-01-27 13:59:22";"{""log"": ""venda_prazo"", ""id_venda"": 786, ""id_entidade"": 2}"
"2025-01-27 14:00:19";"{""log"": ""venda_prazo"", ""id_venda"": 736, ""id_entidade"": 2}"
"2025-01-27 14:00:53";"{""log"": ""venda_prazo"", ""id_venda"": 786, ""id_entidade"": 2}"
"2025-01-27 14:32:34";"{""log"": ""estorno_item"", ""id_venda"": 789, ""id_entidade"": 2, ""id_vendaitem"": 1}"
"2025-01-27 15:33:23";"{""log"": ""estorno_item"", ""id_venda"": 790, ""id_entidade"": 2, ""id_vendaitem"": 1}"
"2025-01-27 15:53:15";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 787, ""id_entidade"": 2}"
"2025-01-27 17:34:32";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 792, ""id_entidade"": 2}"
"2025-01-27 17:35:22";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 793, ""id_entidade"": 2}"
"2025-01-27 18:24:42";"{""log"": ""venda_prazo"", ""id_venda"": 724, ""id_entidade"": 2}"
"2025-01-27 18:46:55";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 797, ""id_entidade"": 2}"
"2025-01-27 19:05:23";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 794, ""id_entidade"": 2}"
"2025-01-27 19:40:02";"{""log"": ""estorno_item"", ""id_venda"": 799, ""id_entidade"": 2, ""id_vendaitem"": 1}"
"2025-01-27 19:55:04";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 800, ""id_entidade"": 2}"
"2025-01-28 10:02:04";"{""log"": ""estorno_item"", ""id_venda"": 805, ""id_entidade"": 2, ""id_vendaitem"": 1}"
"2025-01-28 10:02:19";"{""log"": ""estorno_venda"", ""obs"": ""criou 2x"", ""id_venda"": 805, ""id_entidade"": 2}"
"2025-01-28 10:02:31";"{""log"": ""estorno_venda"", ""obs"": ""criou 2x"", ""id_venda"": 808, ""id_entidade"": 2}"
"2025-01-28 10:32:50";"{""log"": ""estorno_venda"", ""obs"": ""Duplicado"", ""id_venda"": 811, ""id_entidade"": 2}"
"2025-01-28 11:22:49";"{""log"": ""venda_prazo"", ""id_venda"": 817, ""id_entidade"": 2}"
"2025-01-28 11:56:43";"{""log"": ""estorno_venda"", ""obs"": ""duplicada"", ""id_venda"": 821, ""id_entidade"": 2}"
"2025-01-28 12:04:29";"{""log"": ""venda_prazo"", ""id_venda"": 824, ""id_entidade"": 2}"
"2025-01-28 15:21:22";"{""log"": ""estorno_venda"", ""obs"": ""erro"", ""id_venda"": 829, ""id_entidade"": 2}"
"2025-01-28 15:46:30";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 833, ""id_entidade"": 2}"
"2025-01-28 16:06:42";"{""log"": ""estorno_venda"", ""obs"": ""ERRADO"", ""id_venda"": 834, ""id_entidade"": 2}"
"2025-01-28 16:17:22";"{""log"": ""estorno_venda"", ""obs"": ""Duplicado"", ""id_venda"": 835, ""id_entidade"": 2}"
"2025-01-28 18:34:41";"{""log"": ""estorno_venda"", ""obs"": ""err"", ""id_venda"": 837, ""id_entidade"": 2}"
