tab_venda_id_venda;tab_venda_id_vendastatus;tab_venda_id_entidade;tab_venda_id_colaborador;tab_venda_id_caixa;tab_venda_data;tab_venda_frete;tab_venda_valor_servico;tab_venda_obs;tab_venda_mesa;tab_venda_versao
389;5;204;2;;"2025-01-14 13:11:04";0.00;0.00;;;0
390;5;76;2;;"2025-01-14 14:55:12";0.00;0.00;;;0
391;5;74;2;;"2025-01-14 14:56:05";0.00;0.00;;;0
392;5;132;2;;"2025-01-14 15:14:44";0.00;0.00;;;0
393;6;205;2;14;"2025-01-14 15:22:54";0.00;0.00;;;0
394;5;205;2;;"2025-01-14 15:23:39";5.00;0.00;;;0
395;5;206;2;;"2025-01-14 16:45:36";0.00;0.00;;;0
396;5;207;2;;"2025-01-14 17:00:47";5.00;0.00;;;0
397;5;121;2;14;"2025-01-14 17:01:23";0.00;0.00;;;0
398;5;208;2;;"2025-01-14 17:20:55";0.00;0.00;;;0
399;5;209;2;;"2025-01-14 17:50:25";5.00;0.00;;;0
400;5;138;2;;"2025-01-14 18:00:50";0.00;0.00;;;0
401;1;;2;;"2025-01-14 18:06:13";0.00;0.00;;;0
402;5;210;2;;"2025-01-14 18:24:40";5.00;0.00;;;0
403;5;211;2;;"2025-01-14 18:52:53";5.00;0.00;;;0
404;5;212;2;;"2025-01-14 18:59:57";5.00;0.00;;;0
405;1;;2;;"2025-01-14 20:02:57";0.00;0.00;;;0
406;1;;2;;"2025-01-15 07:56:30";0.00;0.00;;;0
407;5;213;2;;"2025-01-15 08:35:31";5.00;0.00;;;0
408;5;60;2;15;"2025-01-15 08:43:20";0.00;0.00;;;0
409;5;214;2;;"2025-01-15 08:58:29";5.00;0.00;;;0
410;6;4;2;15;"2025-01-15 09:24:22";0.00;0.00;;;0
411;5;4;2;;"2025-01-15 09:25:15";5.00;0.00;;;0
412;6;8;2;15;"2025-01-15 10:09:14";0.00;0.00;;;0
413;5;8;2;;"2025-01-15 10:09:41";5.00;0.00;;;0
414;5;31;2;15;"2025-01-15 11:26:40";0.00;0.00;;;0
415;5;34;2;;"2025-01-15 11:27:41";0.00;0.00;;;0
416;5;25;2;;"2025-01-15 11:28:15";0.00;0.00;;;0
417;13;42;2;15;"2025-01-15 11:29:00";0.00;0.00;;;0
418;5;30;2;;"2025-01-15 11:31:10";0.00;0.00;;;0
419;5;158;2;15;"2025-01-15 11:31:43";0.00;0.00;;;0
420;6;8;2;15;"2025-01-15 12:57:42";0.00;0.00;;;0
421;5;9;2;;"2025-01-15 12:58:01";5.00;0.00;;;0
422;5;215;2;;"2025-01-15 13:15:56";0.00;0.00;;;0
423;5;216;2;;"2025-01-15 13:48:29";5.00;0.00;;;0
424;5;76;2;;"2025-01-15 14:12:14";0.00;0.00;;;0
425;5;79;2;;"2025-01-15 17:26:06";0.00;0.00;;;0
426;1;;2;;"2025-01-15 17:53:44";0.00;0.00;;;0
427;1;;2;;"2025-01-15 17:54:04";0.00;0.00;;;0
428;5;217;2;;"2025-01-15 18:09:56";5.00;0.00;;;0
429;1;;2;;"2025-01-15 18:29:57";0.00;0.00;;;0
430;5;138;2;;"2025-01-15 18:49:21";0.00;0.00;;;0
431;5;218;2;;"2025-01-15 19:06:27";5.00;0.00;;;0
432;5;204;2;;"2025-01-15 19:46:15";0.00;0.00;;;0
433;5;11;2;;"2025-01-15 19:52:42";5.00;0.00;;;0
434;1;;2;;"2025-01-15 19:56:43";0.00;0.00;;;0
435;5;219;2;;"2025-01-15 20:00:20";0.00;0.00;;;0
436;5;121;2;;"2025-01-16 09:27:33";0.00;0.00;;;0
437;6;34;2;16;"2025-01-16 09:29:23";0.00;0.00;;;0
438;5;34;2;;"2025-01-16 09:31:17";0.00;0.00;;;0
439;5;220;2;;"2025-01-16 09:47:57";5.00;0.00;;;0
440;1;;2;;"2025-01-16 10:43:42";0.00;0.00;;;0
441;5;221;2;;"2025-01-16 11:04:59";5.00;0.00;;;0
442;1;;2;;"2025-01-16 11:12:14";0.00;0.00;;;0
443;5;222;2;;"2025-01-16 11:37:52";5.00;0.00;;;0
444;1;;2;;"2025-01-16 11:38:41";0.00;0.00;;;0
445;5;121;2;16;"2025-01-16 11:52:17";0.00;0.00;;;0
446;5;25;2;;"2025-01-16 12:08:45";0.00;0.00;;;0
447;5;24;2;;"2025-01-16 12:11:59";0.00;0.00;;;0
448;5;31;2;16;"2025-01-16 12:13:48";0.00;0.00;;;0
449;5;34;2;;"2025-01-16 12:14:19";0.00;0.00;;;0
450;5;223;2;;"2025-01-16 12:15:59";0.00;0.00;;;0
451;5;40;2;;"2025-01-16 12:17:16";0.00;0.00;;;0
452;13;42;2;16;"2025-01-16 12:18:23";0.00;0.00;;;0
453;5;224;2;;"2025-01-16 12:21:30";5.00;0.00;;;0
454;5;158;2;16;"2025-01-16 12:23:48";0.00;0.00;;;0
455;5;225;2;;"2025-01-16 12:32:59";0.00;0.00;;;0
456;5;226;2;;"2025-01-16 12:53:54";5.00;0.00;;;0
457;5;208;2;;"2025-01-16 13:39:29";0.00;0.00;;;0
458;5;227;2;;"2025-01-16 14:26:31";5.00;0.00;;;0
459;5;75;2;;"2025-01-16 15:01:23";0.00;0.00;;;0
460;5;137;2;16;"2025-01-16 15:02:20";0.00;0.00;;;0
461;5;30;2;16;"2025-01-16 15:36:16";0.00;0.00;;;0
462;1;;2;;"2025-01-16 16:28:07";0.00;0.00;;;0
463;1;;2;;"2025-01-16 18:38:37";0.00;0.00;;;0
464;1;;2;;"2025-01-16 18:41:54";0.00;0.00;;;0
465;6;230;2;16;"2025-01-16 18:43:41";5.00;0.00;;;0
466;5;157;2;;"2025-01-16 18:50:04";0.00;0.00;;;0
467;5;230;2;;"2025-01-16 18:55:25";5.00;0.00;;;0
468;5;231;2;;"2025-01-16 19:22:07";5.00;0.00;;;0
469;5;139;2;;"2025-01-17 08:05:47";0.00;0.00;;;0
470;6;232;2;17;"2025-01-17 08:09:06";0.00;0.00;;;0
471;5;232;2;;"2025-01-17 08:09:40";5.00;0.00;;;0
472;1;;2;;"2025-01-17 08:42:46";0.00;0.00;;;0
473;6;11;2;17;"2025-01-17 09:12:59";0.00;0.00;;;0
474;6;22;2;17;"2025-01-17 09:13:18";0.00;0.00;;;0
475;5;22;2;;"2025-01-17 09:13:40";5.00;0.00;;;0
476;5;19;2;;"2025-01-17 09:45:29";0.00;0.00;;;0
477;5;234;2;;"2025-01-17 11:01:28";5.00;0.00;;;0
478;6;236;2;17;"2025-01-17 12:02:23";5.00;0.00;;;0
479;6;236;2;17;"2025-01-17 12:12:23";0.00;0.00;;;0
480;5;236;2;;"2025-01-17 12:12:38";5.00;0.00;;;0
481;2;;2;17;"2025-01-17 12:37:40";0.00;0.00;;;0
482;5;238;2;;"2025-01-17 12:54:30";5.00;0.00;;;0
483;5;38;2;;"2025-01-17 14:11:02";0.00;0.00;;;0
484;5;31;2;17;"2025-01-17 14:39:54";0.00;0.00;;;0
485;5;34;2;;"2025-01-17 14:41:57";0.00;0.00;;;0
486;5;25;2;;"2025-01-17 14:42:41";0.00;0.00;;;0
487;5;24;2;;"2025-01-17 14:44:56";0.00;0.00;;;0
488;5;30;2;;"2025-01-17 14:46:20";0.00;0.00;;;0
489;5;76;2;;"2025-01-17 14:48:27";0.00;0.00;;;0
490;5;19;2;;"2025-01-17 15:13:31";0.00;0.00;;;0
491;5;138;2;;"2025-01-17 15:15:57";0.00;0.00;;;0
492;5;19;2;;"2025-01-17 15:22:58";0.00;0.00;;;0
493;5;240;2;;"2025-01-17 16:07:06";5.00;0.00;;;0
494;5;138;2;;"2025-01-17 16:36:09";0.00;0.00;;;0
495;1;;2;;"2025-01-17 17:13:17";0.00;0.00;;;0
496;5;157;2;;"2025-01-17 17:26:29";0.00;0.00;;;0
497;6;121;2;17;"2025-01-17 17:48:37";0.00;0.00;;;0
498;5;157;2;;"2025-01-17 17:58:34";0.00;0.00;;;0
499;1;;2;;"2025-01-17 18:35:35";0.00;0.00;;;0
500;1;;2;;"2025-01-17 19:14:25";0.00;0.00;;;0
501;5;121;2;;"2025-01-17 20:06:46";0.00;0.00;;;0
502;5;60;2;;"2025-01-18 08:01:35";0.00;0.00;;;0
503;1;;2;;"2025-01-18 08:24:16";0.00;0.00;;;0
504;5;208;2;;"2025-01-18 09:45:04";0.00;0.00;;;0
505;1;;2;;"2025-01-18 09:53:36";0.00;0.00;;;0
506;13;56;2;18;"2025-01-18 09:59:25";0.00;0.00;;;0
507;1;;2;;"2025-01-18 10:35:12";0.00;0.00;;;0
508;5;242;2;;"2025-01-18 10:57:57";5.00;0.00;;;0
509;5;5;2;;"2025-01-18 11:03:45";5.00;0.00;;;0
510;5;244;2;;"2025-01-18 11:23:19";5.00;0.00;;;0
511;5;79;2;;"2025-01-18 12:15:31";0.00;0.00;;;0
512;5;245;2;;"2025-01-18 12:23:27";5.00;0.00;;;0
513;6;247;2;18;"2025-01-18 12:27:24";5.00;0.00;;;0
514;6;246;2;18;"2025-01-18 12:33:43";0.00;0.00;;;0
515;5;247;2;;"2025-01-18 12:34:07";5.00;0.00;;;0
516;5;248;2;;"2025-01-18 12:58:55";5.00;0.00;;;0
517;5;31;2;18;"2025-01-18 13:01:16";0.00;0.00;;;0
518;5;34;2;;"2025-01-18 13:02:33";0.00;0.00;;;0
519;5;25;2;;"2025-01-18 13:03:26";0.00;0.00;;;0
520;5;24;2;18;"2025-01-18 13:03:52";0.00;0.00;;;0
521;5;39;2;;"2025-01-18 13:05:05";0.00;0.00;;;0
522;13;42;2;18;"2025-01-18 13:05:36";0.00;0.00;;;0
523;5;30;2;;"2025-01-18 13:06:30";0.00;0.00;;;0
524;5;158;2;18;"2025-01-18 13:06:54";0.00;0.00;;;0
525;6;34;2;18;"2025-01-18 13:08:02";0.00;0.00;;;0
526;6;31;2;18;"2025-01-18 13:08:11";0.00;0.00;;;0
527;6;25;2;18;"2025-01-18 13:08:52";0.00;0.00;;;0
528;5;157;2;;"2025-01-18 13:19:19";0.00;0.00;;;0
529;6;3;2;18;"2025-01-18 13:40:04";0.00;0.00;;;0
530;5;3;2;;"2025-01-18 13:40:42";5.00;0.00;;;0
531;5;40;2;;"2025-01-18 13:49:31";0.00;0.00;;;0
532;13;121;2;18;"2025-01-18 14:22:17";0.00;0.00;;;0
533;5;249;2;;"2025-01-18 14:31:59";5.00;0.00;;;0
534;5;76;2;;"2025-01-18 14:55:11";0.00;0.00;;;0
535;13;121;2;18;"2025-01-18 15:00:51";0.00;0.00;;;0
536;1;;2;;"2025-01-18 15:39:57";0.00;0.00;;;0
537;1;;2;;"2025-01-18 15:40:01";0.00;0.00;;;0
538;13;121;2;18;"2025-01-18 16:44:24";0.00;0.00;;;0
539;13;121;2;18;"2025-01-18 17:14:20";0.00;0.00;;;0
540;13;121;2;18;"2025-01-18 17:34:55";0.00;0.00;;;0
541;1;;2;;"2025-01-18 17:38:09";0.00;0.00;;;0
542;5;138;2;;"2025-01-18 17:41:45";0.00;0.00;;;0
543;13;121;2;18;"2025-01-18 17:52:02";0.00;0.00;;;0
544;5;79;2;;"2025-01-18 18:00:40";0.00;0.00;;;0
545;5;157;2;;"2025-01-18 19:04:54";0.00;0.00;;;0
546;1;;2;;"2025-01-18 19:13:37";0.00;0.00;;;0
547;5;250;2;;"2025-01-19 08:53:12";5.00;0.00;;;0
548;1;;2;;"2025-01-19 08:58:16";0.00;0.00;;;0
549;5;251;2;;"2025-01-19 10:04:37";5.00;0.00;;;0
550;1;;2;;"2025-01-19 10:05:27";0.00;0.00;;;0
551;5;252;2;;"2025-01-19 10:14:14";5.00;0.00;;;0
552;1;;2;;"2025-01-19 10:48:50";0.00;0.00;;;0
553;1;;2;;"2025-01-19 11:13:07";0.00;0.00;;;0
554;5;204;2;;"2025-01-19 11:27:09";0.00;0.00;;;0
555;5;138;2;;"2025-01-19 12:08:30";0.00;0.00;;;0
556;1;;2;;"2025-01-19 12:09:51";0.00;0.00;;;0
557;5;179;2;;"2025-01-19 12:57:56";5.00;0.00;;;0
558;1;;2;;"2025-01-19 12:58:29";0.00;0.00;;;0
559;1;;2;;"2025-01-19 13:36:26";0.00;0.00;;;0
560;6;121;2;19;"2025-01-19 13:47:17";0.00;0.00;;;0
561;5;121;2;19;"2025-01-19 13:55:45";0.00;0.00;;;0
562;5;254;2;;"2025-01-19 14:25:38";0.00;0.00;;;0
563;5;251;2;;"2025-01-19 14:48:10";5.00;0.00;;;0
564;5;255;2;;"2025-01-20 10:02:23";5.00;0.00;;;0
565;2;;2;20;"2025-01-20 10:05:42";0.00;0.00;;;0
566;5;256;2;;"2025-01-20 10:08:48";0.00;0.00;;;0
567;1;;2;;"2025-01-20 11:02:08";0.00;0.00;;;0
568;5;132;2;;"2025-01-20 11:21:51";0.00;0.00;;;0
569;5;31;2;20;"2025-01-20 12:11:09";0.00;0.00;;;0
570;6;10;2;20;"2025-01-20 12:11:54";0.00;0.00;;;0
571;5;34;2;;"2025-01-20 12:13:27";0.00;0.00;;;0
572;5;25;2;;"2025-01-20 12:13:52";0.00;0.00;;;0
573;5;257;2;;"2025-01-20 12:17:00";5.00;0.00;;;0
574;5;24;2;;"2025-01-20 12:18:12";0.00;0.00;;;0
575;5;33;2;;"2025-01-20 12:19:52";0.00;0.00;;;0
576;13;42;2;20;"2025-01-20 12:22:34";0.00;0.00;;;0
577;5;30;2;;"2025-01-20 12:23:48";0.00;0.00;;;0
578;5;258;2;;"2025-01-20 12:48:09";5.00;0.00;;;0
579;6;25;2;20;"2025-01-20 13:45:33";0.00;0.00;;;0
580;6;46;2;20;"2025-01-20 13:57:13";0.00;0.00;;;0
581;5;46;2;;"2025-01-20 13:57:57";5.00;0.00;;;0
582;5;194;2;;"2025-01-20 15:08:40";0.00;0.00;;;0
583;5;76;2;;"2025-01-20 16:19:02";0.00;0.00;;;0
584;2;;2;20;"2025-01-20 16:22:02";0.00;0.00;;;0
585;6;3;2;20;"2025-01-20 19:00:30";0.00;0.00;;;0
586;6;47;2;20;"2025-01-20 19:01:02";0.00;0.00;;;0
587;5;47;2;;"2025-01-20 19:02:03";5.00;0.00;;;0
588;5;138;2;;"2025-01-20 19:34:30";0.00;0.00;;;0
589;5;121;2;20;"2025-01-20 19:56:43";0.00;0.00;;;0
590;5;19;2;;"2025-01-20 19:57:55";0.00;0.00;;;0
591;5;2;2;;"2025-01-20 20:28:43";0.00;0.00;;;0
592;5;109;2;;"2025-01-21 08:33:02";0.00;0.00;;;0
593;6;47;2;21;"2025-01-21 08:38:21";0.00;0.00;;;0
594;5;48;2;;"2025-01-21 08:38:48";0.00;0.00;;;0
595;6;52;2;21;"2025-01-21 08:56:22";0.00;0.00;;;0
596;5;52;2;;"2025-01-21 08:58:18";5.00;0.00;;;0
597;1;19;2;;"2025-01-21 09:15:23";0.00;0.00;;;0
598;1;19;2;;"2025-01-21 09:38:06";0.00;0.00;;;0
599;5;48;2;;"2025-01-21 09:38:21";0.00;0.00;;;0
600;5;81;2;;"2025-01-21 10:42:25";0.00;0.00;;;0
601;6;137;2;21;"2025-01-21 11:10:54";0.00;0.00;;;0
602;6;137;2;21;"2025-01-21 11:11:42";0.00;0.00;;;0
603;1;19;2;;"2025-01-21 11:50:53";0.00;0.00;;;0
604;2;;2;21;"2025-01-21 12:02:40";0.00;0.00;;;0
605;5;59;2;;"2025-01-21 12:04:34";5.00;0.00;;;0
606;5;121;2;21;"2025-01-21 12:06:36";0.00;0.00;;;0
607;5;31;2;21;"2025-01-21 12:23:42";0.00;0.00;;;0
608;5;34;2;;"2025-01-21 12:24:21";0.00;0.00;;;0
609;5;25;2;;"2025-01-21 12:25:39";0.00;0.00;;;0
610;5;24;2;;"2025-01-21 12:26:12";0.00;0.00;;;0
611;5;72;2;;"2025-01-21 12:26:30";0.00;0.00;;;0
612;5;30;2;;"2025-01-21 12:27:02";0.00;0.00;;;0
613;5;153;2;;"2025-01-21 12:29:03";5.00;0.00;;;0
614;6;169;2;21;"2025-01-21 12:51:54";0.00;0.00;;;0
615;5;260;2;;"2025-01-21 12:53:18";5.00;0.00;;;0
616;5;76;2;;"2025-01-21 14:38:57";0.00;0.00;;;0
617;5;208;2;;"2025-01-21 16:17:03";0.00;0.00;;;0
618;5;261;2;;"2025-01-21 16:54:38";5.00;0.00;;;0
619;1;;2;;"2025-01-21 16:55:34";0.00;0.00;;;0
620;6;98;2;21;"2025-01-21 17:24:37";0.00;0.00;;;0
621;5;98;2;;"2025-01-21 17:25:26";5.00;0.00;;;0
622;5;262;2;;"2025-01-21 17:27:26";5.00;0.00;;;0
623;5;263;2;;"2025-01-21 18:05:31";5.00;0.00;;;0
624;5;138;2;;"2025-01-21 18:40:47";0.00;0.00;;;0
625;5;157;2;;"2025-01-21 18:54:57";0.00;0.00;;;0
626;5;264;2;;"2025-01-21 19:07:48";5.00;0.00;;;0
627;6;138;2;21;"2025-01-21 19:18:04";0.00;0.00;;;0
628;5;138;2;;"2025-01-21 19:25:38";0.00;0.00;;;0
629;5;265;2;;"2025-01-21 19:28:45";5.00;0.00;;;0
630;6;153;2;21;"2025-01-21 19:34:59";0.00;0.00;;;0
631;5;153;2;;"2025-01-21 19:35:31";5.00;0.00;;;0
632;6;64;2;21;"2025-01-21 19:36:52";0.00;0.00;;;0
633;5;64;2;;"2025-01-21 19:38:23";5.00;0.00;;;0
634;1;;2;;"2025-01-21 19:54:14";0.00;0.00;;;0
635;5;266;2;;"2025-01-22 08:18:19";5.00;0.00;;;0
636;5;267;2;;"2025-01-22 08:44:26";5.00;0.00;;;0
637;6;60;2;22;"2025-01-22 09:17:49";0.00;0.00;;;0
638;5;269;2;;"2025-01-22 09:35:03";5.00;0.00;;;0
639;5;60;2;22;"2025-01-22 12:55:18";0.00;0.00;;;0
640;6;21;2;22;"2025-01-22 12:56:25";0.00;0.00;;;0
641;5;21;2;;"2025-01-22 12:56:44";0.00;0.00;;;0
642;5;104;2;;"2025-01-22 12:58:08";0.00;0.00;;;0
643;5;270;2;;"2025-01-22 13:11:21";5.00;0.00;;;0
644;5;31;2;22;"2025-01-22 13:19:01";0.00;0.00;;;0
645;5;34;2;;"2025-01-22 13:19:31";0.00;0.00;;;0
646;5;25;2;;"2025-01-22 13:20:21";0.00;0.00;;;0
647;5;42;2;22;"2025-01-22 13:20:50";0.00;0.00;;;0
648;5;158;2;22;"2025-01-22 13:21:38";0.00;0.00;;;0
649;5;120;2;;"2025-01-22 13:22:29";0.00;0.00;;;0
650;5;89;2;;"2025-01-22 13:42:05";5.00;0.00;;;0
651;5;45;2;;"2025-01-22 14:47:14";5.00;0.00;;;0
652;6;45;2;22;"2025-01-22 14:48:48";5.00;0.00;;;0
653;5;75;2;;"2025-01-22 15:09:15";0.00;0.00;;;0
654;5;76;2;;"2025-01-22 15:09:50";0.00;0.00;;;0
655;5;121;2;22;"2025-01-22 16:47:20";0.00;0.00;;;0
656;5;121;2;22;"2025-01-22 17:37:13";0.00;0.00;;;0
657;6;189;2;22;"2025-01-22 18:11:44";0.00;0.00;;;0
658;5;189;2;;"2025-01-22 18:12:19";5.00;0.00;;;0
659;6;20;2;22;"2025-01-22 18:26:52";0.00;0.00;;;0
660;5;20;2;;"2025-01-22 18:27:25";5.00;0.00;;;0
661;5;104;2;;"2025-01-22 18:34:10";0.00;0.00;;;0
662;1;;2;;"2025-01-22 19:13:04";0.00;0.00;;;0
663;1;;2;;"2025-01-22 19:15:38";0.00;0.00;;;0
664;5;149;2;;"2025-01-22 19:17:35";5.00;0.00;;;0
665;1;;2;;"2025-01-22 19:19:53";0.00;0.00;;;0
666;5;75;2;;"2025-01-22 19:28:13";0.00;0.00;;;0
667;5;272;2;;"2025-01-22 19:37:02";5.00;0.00;;;0
668;5;81;2;;"2025-01-22 20:52:02";0.00;0.00;;;0
669;5;225;2;;"2025-01-23 09:17:42";0.00;0.00;;;0
670;13;97;2;;"2025-01-23 10:17:00";0.00;0.00;;;0
671;5;121;2;23;"2025-01-23 10:34:09";0.00;0.00;;;0
672;5;75;2;;"2025-01-23 11:15:15";0.00;0.00;;;0
673;5;104;2;;"2025-01-23 12:33:25";0.00;0.00;;;0
674;5;31;2;23;"2025-01-23 12:40:25";0.00;0.00;;;0
675;5;25;2;;"2025-01-23 12:41:17";0.00;0.00;;;0
676;5;42;2;23;"2025-01-23 12:43:12";0.00;0.00;;;0
677;5;30;2;;"2025-01-23 12:43:44";0.00;0.00;;;0
678;13;223;2;;"2025-01-23 12:44:37";0.00;0.00;;;0
679;5;273;2;;"2025-01-23 13:32:24";5.00;0.00;;;0
680;1;;2;;"2025-01-23 14:51:24";0.00;0.00;;;0
681;5;76;2;;"2025-01-23 14:56:22";0.00;0.00;;;0
682;1;;2;;"2025-01-23 17:53:44";0.00;0.00;;;0
683;1;;2;;"2025-01-23 17:53:52";0.00;0.00;;;0
684;5;274;2;;"2025-01-23 18:16:11";5.00;0.00;;;0
685;5;275;2;;"2025-01-23 18:26:39";5.00;0.00;;;0
686;1;;2;;"2025-01-23 18:45:09";0.00;0.00;;;0
687;1;;2;;"2025-01-23 19:46:19";0.00;0.00;;;0
688;1;;2;;"2025-01-24 08:05:03";0.00;0.00;;;0
689;5;276;2;;"2025-01-24 08:57:20";5.00;0.00;;;0
690;5;138;2;;"2025-01-24 09:15:12";0.00;0.00;;;0
691;5;121;2;24;"2025-01-24 11:12:53";0.00;0.00;;;0
692;5;277;2;;"2025-01-24 11:41:20";5.00;0.00;;;0
693;5;31;2;;"2025-01-24 11:46:15";0.00;0.00;;;0
694;5;25;2;;"2025-01-24 11:47:33";0.00;0.00;;;0
695;5;24;2;;"2025-01-24 11:48:22";0.00;0.00;;;0
696;5;42;2;24;"2025-01-24 11:48:41";0.00;0.00;;;0
697;5;278;2;;"2025-01-24 12:40:12";5.00;0.00;;;0
698;6;279;2;24;"2025-01-24 13:06:03";5.00;0.00;;;0
699;5;282;2;;"2025-01-24 13:50:30";5.00;0.00;;;0
700;5;125;2;;"2025-01-24 14:51:50";5.00;0.00;;;0
701;5;283;2;;"2025-01-24 16:42:11";5.00;0.00;;;0
702;5;284;2;;"2025-01-24 17:20:49";5.00;0.00;;;0
703;1;;2;;"2025-01-24 17:45:16";0.00;0.00;;;0
704;5;198;2;;"2025-01-24 18:00:28";0.00;0.00;;;0
705;5;121;2;24;"2025-01-24 19:30:23";0.00;0.00;;;0
706;5;285;2;;"2025-01-24 19:32:34";5.00;0.00;;;0
707;5;56;2;;"2025-01-24 20:11:27";0.00;0.00;;;0
708;6;56;2;25;"2025-01-24 20:12:38";0.00;0.00;;;0
709;1;;2;;"2025-01-25 08:14:02";0.00;0.00;;;0
710;5;286;2;;"2025-01-25 08:29:38";5.00;0.00;;;0
711;5;40;1;;"2025-01-25 09:09:34";0.00;0.00;;;0
712;5;60;2;25;"2025-01-25 09:34:18";0.00;0.00;;;0
713;5;157;2;;"2025-01-25 09:42:57";0.00;0.00;;;0
714;5;287;2;;"2025-01-25 09:54:12";5.00;0.00;;;0
715;5;288;2;;"2025-01-25 10:00:53";5.00;0.00;;;0
716;1;;2;;"2025-01-25 10:04:34";0.00;0.00;;;0
717;1;;2;;"2025-01-25 10:04:39";0.00;0.00;;;0
718;5;289;2;;"2025-01-25 10:06:54";0.00;0.00;;;0
719;5;157;2;;"2025-01-25 10:15:51";0.00;0.00;;;0
720;1;;2;;"2025-01-25 10:22:56";0.00;0.00;;;0
721;1;;2;;"2025-01-25 10:23:05";0.00;0.00;;;0
722;1;;2;;"2025-01-25 12:12:24";0.00;0.00;;;0
723;5;19;2;;"2025-01-25 12:23:49";0.00;0.00;;;0
724;5;31;2;25;"2025-01-25 12:25:30";0.00;0.00;;;0
725;5;25;2;;"2025-01-25 12:27:01";0.00;0.00;;;0
726;6;25;2;25;"2025-01-25 12:28:01";0.00;0.00;;;0
727;6;31;2;25;"2025-01-25 12:29:24";0.00;0.00;;;0
728;5;24;2;25;"2025-01-25 12:29:45";0.00;0.00;;;0
729;5;33;2;25;"2025-01-25 12:30:06";0.00;0.00;;;0
730;5;117;2;;"2025-01-25 12:30:38";0.00;0.00;;;0
731;5;30;2;;"2025-01-25 12:31:59";0.00;0.00;;;0
732;5;158;2;25;"2025-01-25 12:32:34";0.00;0.00;;;0
733;5;143;2;;"2025-01-25 12:33:06";0.00;0.00;;;0
734;1;;2;;"2025-01-25 12:51:05";0.00;0.00;;;0
735;5;290;2;;"2025-01-25 12:52:05";5.00;0.00;;;0
736;5;137;2;25;"2025-01-25 14:53:13";0.00;0.00;;;0
737;5;74;2;;"2025-01-25 14:55:33";0.00;0.00;;;0
738;5;76;2;;"2025-01-25 14:56:25";0.00;0.00;;;0
739;5;42;2;25;"2025-01-25 15:02:39";0.00;0.00;;;0
740;5;157;2;;"2025-01-25 15:09:07";0.00;0.00;;;0
741;5;121;2;25;"2025-01-25 16:04:46";0.00;0.00;;;0
742;5;291;2;;"2025-01-25 16:52:29";5.00;0.00;;;0
743;5;56;2;;"2025-01-25 17:06:55";0.00;0.00;;;0
744;5;292;2;;"2025-01-25 18:20:29";5.00;0.00;;;0
745;5;19;2;;"2025-01-25 19:23:50";0.00;0.00;;;0
746;5;19;2;;"2025-01-25 19:32:11";0.00;0.00;;;0
747;5;294;2;;"2025-01-25 19:54:19";5.00;0.00;;;0
748;5;138;2;;"2025-01-25 20:19:30";0.00;0.00;;;0
749;5;295;2;;"2025-01-26 09:44:51";5.00;0.00;;;0
750;1;;2;;"2025-01-26 10:11:06";0.00;0.00;;;0
751;5;296;2;;"2025-01-26 10:21:42";5.00;0.00;;;0
752;5;297;2;;"2025-01-26 10:36:28";5.00;0.00;;;0
753;5;19;2;;"2025-01-26 11:28:38";0.00;0.00;;;0
754;1;;2;;"2025-01-26 11:40:53";0.00;0.00;;;0
755;5;298;2;;"2025-01-26 11:49:13";5.00;0.00;;;0
756;1;;2;;"2025-01-26 11:54:09";0.00;0.00;;;0
757;1;;2;;"2025-01-26 11:55:28";0.00;0.00;;;0
758;5;157;2;;"2025-01-26 11:57:24";0.00;0.00;;;0
759;5;225;2;;"2025-01-26 12:09:39";0.00;0.00;;;0
760;5;225;2;;"2025-01-26 12:13:56";0.00;0.00;;;0
761;5;299;2;;"2025-01-26 12:46:15";5.00;0.00;;;0
762;5;121;2;26;"2025-01-26 13:01:05";0.00;0.00;;;0
763;6;138;2;26;"2025-01-26 13:02:01";0.00;0.00;;;0
764;5;157;2;;"2025-01-26 13:05:08";0.00;0.00;;;0
765;6;157;2;26;"2025-01-26 13:13:20";0.00;0.00;;;0
766;5;121;2;26;"2025-01-26 13:14:52";0.00;0.00;;;0
767;5;121;2;26;"2025-01-26 13:22:41";0.00;0.00;;;0
768;1;;2;;"2025-01-27 08:13:54";0.00;0.00;;;0
769;5;300;2;;"2025-01-27 09:00:03";0.00;0.00;;;0
770;5;301;2;;"2025-01-27 10:34:52";0.00;0.00;;;0
771;6;171;2;27;"2025-01-27 10:53:59";0.00;0.00;;;0
772;5;171;2;27;"2025-01-27 10:57:16";0.00;0.00;;;0
773;5;302;2;;"2025-01-27 11:01:11";0.00;0.00;;;0
774;5;31;2;27;"2025-01-27 11:13:31";0.00;0.00;;;0
775;5;25;2;;"2025-01-27 11:16:22";0.00;0.00;;;0
776;5;24;2;27;"2025-01-27 11:16:48";0.00;0.00;;;0
777;5;42;2;27;"2025-01-27 11:25:56";0.00;0.00;;;0
778;5;71;2;;"2025-01-27 11:27:59";0.00;0.00;;;0
779;1;;2;;"2025-01-27 11:45:08";0.00;0.00;;;0
780;5;303;2;;"2025-01-27 12:13:37";0.00;0.00;;;0
781;5;304;2;;"2025-01-27 12:18:31";0.00;0.00;;;0
782;5;138;2;;"2025-01-27 13:00:38";0.00;0.00;;;0
783;1;;2;;"2025-01-27 13:21:24";0.00;0.00;;;0
